layer,field,verdict,nearness,path,line,section,stated,novel,held,repeats,text
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,150,40.300,10,10,,1,Congregate Care Facility 10 units per acre
or/clackamas/tualatin,max_height_ft,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,371,41.220,75,75,35,1,with a maximum height of 75 feet.
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,454,41.300,10,10,,1,10 units per acre
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,457,41.300,12,12,,1,12 units per acre Limited to single-wide dwelling parks
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,462,41.300,15,15,,1,15 units per acre
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,463,41.300,15,15,,1,Nursing Facility 15 units per acre
or/clackamas/tualatin,max_units,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,464,41.300,15,15,,1,Group Living Uses 15 units per acre
or/clackamas/tualatin,min_lot_width_ft,unheld,read_section,or/clackamas/tualatin/40-41.residential.txt,516,41.220,"100,40","100,40","0,50",1,Conditional Uses 100 feet Minimum lot width at street is 40 feet.
or/clackamas/west-linn,min_frontage_ft,unheld,read_section,or/clackamas/west-linn/02.definitions.txt,281,02.030,35,35,,1,"Flag lot. A lot complying with all other provisions of the Community Development Code which does not meet the minimum street frontage requirement of 35 feet, and which gains access to the public right"
or/clackamas/west-linn,max_height_ft,unheld,read_section,or/clackamas/west-linn/02.definitions.txt,678,02.030,20,20,"35,40",1,"Minor modification. A change in the approved design that is equal to or less than a 10 percent increase in the length, width or height of the facility. A change of location by under 20 feet laterally"
or/clackamas/west-linn,max_height_ft,unheld,read_section,or/clackamas/west-linn/02.definitions.txt,1015,02.030,16,16,"35,40",1,"Tree. A woody perennial plant usually having one dominant trunk, the capacity to achieve a mature height greater than 16 feet, and primarily referred to as a tree in scientific literature."
or/clackamas/west-linn,max_units,unheld,read_section,or/clackamas/west-linn/16.r-2.1.txt,218,16.070,3.5,3.5,,1,Multifamily dwelling units are limited to 3.5 stories in height.
or/clackamas/west-linn,max_height_ft,unheld,read_section,or/clackamas/west-linn/25.willamette-historic.txt,418,25.070,"28,50","28,50","35,40",1,a. Residential structures are limited to 28 feet in height. Cupolas and towers shall not exceed 50 feet in height.
or/clackamas/west-linn,setback_garage_entrance_ft,unheld,read_section,or/clackamas/west-linn/48.access.txt,115,48.030,20,20,,1,"4. The driveway shall include a minimum of 20 feet in length between the garage door and the back of sidewalk, or, if no sidewalk is proposed, to the paved portion of the right-of-way."
or/clackamas/wilsonville,open_space_min_pct,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,2964,4.113,25,25,,1,"2,000 square feet to be counted towards the 25 percent open space requirement. For"
or/clackamas/wilsonville,open_space_min_pct,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,2969,4,25,25,,1,towards the 25 percent open space requirement.
or/clackamas/wilsonville,max_units,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,4397,4,25,25,,2,density listed in Table 1; or (2) net density of 25 units per acre. If applying a maximum density
or/clackamas/wilsonville,max_units,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,4491,4,7.5,7.5,,1,Density Range district thus allowing a maximum of 7.5 units per acre of Gross Development Area
or/clackamas/wilsonville,setback_rear_ft,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7450,4.127,10,10,"5,15,20",1,H. The minimum rear setback for a cottage cluster and Accessory Dwelling Unit (ADU) is 10 feet.
or/clackamas/wilsonville,setback_front_ft,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7492,4.127,6,6,"12,15,20",1,B. Where the minimum front setback is 6 feet it is intended to accommodate a public utility easement (PUE) for
or/clackamas/wilsonville,max_height_ft,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7502,4.127,25,25,35,1,"E. In Urban Form 3, buildings or portions thereof greater than either 2 stories or 25 feet in height shall have a"
or/clackamas/wilsonville,max_height_ft,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7590,4.127,20,20,35,1,"i. be at least 20 feet in height so as to be visible from a distance, the Develop-"
or/clackamas/wilsonville,max_height_ft,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7591,4.127,20,20,35,1,ment Review Board may approve height shorter than 20 feet upon the
or/clackamas/wilsonville,open_space_min_pct,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,7631,4,50,50,,1,least 50 percent usable open space as defined by this Code and other like space
or/clackamas/wilsonville,max_units,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,12971,4,25,25,,1,"parcel(s) established in the approved plan, or (2) 25 units per acre."
or/clackamas/wilsonville,open_space_min_pct,unheld,read_section,or/clackamas/wilsonville/4.planning.txt,13166,4,50,50,,1,more than 50 percent of the reduced open space area may be from the required
or/multnomah/_unincorporated,max_coverage_pct,unheld,read_section,or/multnomah/_unincorporated/33.110.txt,1439,33.110,5,5,"40,50",1,or common green is 5 percent greater than the building coverage of the base zone.
or/multnomah/_unincorporated,max_coverage_pct,unheld,read_section,or/multnomah/_unincorporated/33.110.txt,1641,33.110,60,60,"40,50",1,b. Exception. The maximum building coverage allowed per lot is 60 percent. In this
or/multnomah/_unincorporated,open_space_min_pct,unheld,read_section,or/multnomah/_unincorporated/33.110.txt,1769,33.110,25,25,,1,"outdoor area by up to 25 percent may be requested prior to January 2, 2032."
or/multnomah/_unincorporated,max_units,unheld,read_section,or/multnomah/_unincorporated/33.110.txt,1833,33.110,4,4,,1,feet wide for sites with 3 or 4 dwelling units and 4 feet wide for sites with 5 or
or/multnomah/_unincorporated,max_height_ft,unheld,read_section,or/multnomah/_unincorporated/33.140.txt,597,33.140,"45,65","45,65","25,30,35",1,Maximum Height 45 ft. no limit 65 ft no limit no limit no limit
or/multnomah/_unincorporated,max_height_ft,unheld,read_section,or/multnomah/_unincorporated/33.140.txt,629,33.140,"15,10","15,10","25,30,35",1,"EG2, IG2, IH Any height 15 ft. / 10 ft. @ L3 15 ft. / 10 ft. @ L3"
or/multnomah/fairview,setback_garage_entrance_ft,unheld,read_section,or/multnomah/fairview/19.115.txt,63,19.115.040,20,20,,1,1. Four out of five attached garages with front access on any block frontage in the VSF zone shall be set back a minimum of 20 feet from the front facade. Such garages may have a single garage door fo
or/multnomah/fairview,max_coverage_pct,unheld,read_section,or/multnomah/fairview/19.120.txt,61,19.120.040,70,70,"50,60,65,75",1,C. Lot Coverage. The total of all structures shall cover no more than 70 percent of any lot.
or/multnomah/gresham,max_units,unheld,read_section,or/multnomah/gresham/4.0100.residential.txt,248,4.0130,"7,3.78,12.1","7,3.78,12.1",,1,Manufactured NA NA NA 7 units per acre 3.78 units per 12.1 units per NA
or/multnomah/gresham,max_units,unheld,read_section,or/multnomah/gresham/4.0400.corridor.txt,488,4,24,24,,1,for townhouses and 24 units per acre for all other middle housing uses.
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1100.downtown.txt,528,4.1100,110,110,"35,40,45,50,85",1,1. The maximum height and ﬂoor area ratio ( FA R) for the portion of development sites within 110 feet of the center line of N Main Avenue
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1100.downtown.txt,532,4.1100,8,8,"35,40,45,50,85",1,2. Building heights in all Downtown sub- districts except DRL-1 and DRL-2 shall be allowed to exceed the maximum up to 8 feet to allow for
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1100.downtown.txt,724,4.1100,6,6,"35,40,45,50,85",1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 6 feet in height.
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1100.downtown.txt,729,4.1100,10,10,"35,40,45,50,85",1,shall not exceed 10 feet above the roof height on which the system is installed.
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1100.downtown.txt,732,4.1100,20,20,"35,40,45,50,85",1,b. Ground-mounted. Ground-mounted solar energy systems shall not exceed 20 feet in height.
or/multnomah/gresham,max_units,unheld,read_section,or/multnomah/gresham/4.1400.pleasant-valley.txt,276,4.1415,"8,25,40","8,25,40",,1,All Other Uses 8 units per acre 25 units per acre 40 units per acre
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/4.1500.springwater.txt,674,4,20,20,"35,40,45,50,85",1,built to a height of 20 feet or contain a parapet wall of at least 20 feet in height.
or/multnomah/gresham,setback_garage_entrance_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,259,7.0420,3,3,"20,25",1,width shall extend at least 3 feet beyond the edge of the garage door (see Figure 7.0420(C) ).
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,283,7.0420,6,6,"35,40,45,50,85",2,shall be a minimum of 6 feet in height at time of planting.
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,344,7.0420,25,25,"35,40,45,50,85",1,of a mature height and width of at least 25 feet.
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,346,7.0420,6,6,"35,40,45,50,85",1,burlapped or container stock. Evergreen canopy trees shall be a minimum of 6 feet in height at
or/multnomah/gresham,max_height_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,373,7.0420,5,5,"35,40,45,50,85",1,"1. Facades greater than one story in height, facing a side setback, and less than 5 feet from a minimum"
or/multnomah/gresham,setback_garage_entrance_ft,unheld,read_section,or/multnomah/gresham/7.0400.middle-housing-design.txt,517,7.0431,3,3,"20,25",1,3 feet beyond the edge of the garage door (see Figure 7.0420(C) ).
or/multnomah/portland,max_coverage_pct,unheld,read_section,or/multnomah/portland/33.110.txt,1439,33.110,5,5,"50,60,70,75,85,100",1,or common green is 5 percent greater than the building coverage of the base zone.
or/multnomah/portland,open_space_min_pct,unheld,read_section,or/multnomah/portland/33.110.txt,1769,33.110,25,25,,1,"outdoor area by up to 25 percent may be requested prior to January 2, 2032."
or/multnomah/portland,max_units,unheld,read_section,or/multnomah/portland/33.110.txt,1833,33.110,4,4,,1,feet wide for sites with 3 or 4 dwelling units and 4 feet wide for sites with 5 or
or/multnomah/portland,max_height_ft,unheld,read_section,or/multnomah/portland/33.120.txt,944,33.120,6,6,"30,35,45,65,75,100,150",1,extend 6 feet above the height limit provided that the wall or fence is set back at least
or/multnomah/portland,max_height_ft,unheld,read_section,or/multnomah/portland/33.120.txt,949,33.120,16,16,"30,35,45,65,75,100,150",1,a. Elevator mechanical equipment may extend up to 16 feet above the height
or/multnomah/portland,max_height_ft,unheld,read_section,or/multnomah/portland/33.120.txt,1204,33.120,6,6,"30,35,45,65,75,100,150",1,d. Water collection cisterns that are 6 feet or less in height;
or/multnomah/portland,setback_front_ft,unheld,read_section,or/multnomah/portland/33.120.txt,2439,33.120,8,8,"0,2,5,10,15,20",1,"(3) Fences up to 8 feet high are allowed in the required front building setback,"
or/multnomah/portland,max_units,unheld,read_section,or/multnomah/portland/33.130.txt,1549,33.130,4,4,,1,circulation system that provide access to no more than 4 units may be 3 feet
or/multnomah/portland,setback_garage_entrance_ft,unheld,read_section,or/multnomah/portland/33.130.txt,1805,33.130,5,5,18,1,5. Garage entrance setback. The garage entrance must be either 5 feet or closer to the
or/multnomah/troutdale,max_height_ft,unheld,read_section,or/multnomah/troutdale/1.020.definitions.txt,862,1.020,6,6,"35,55",1,"Windscreens. A fence-like structure, not to exceed six (6) feet in height, on the north or east side of"
or/multnomah/wood-village,min_frontage_ft,unheld,read_section,or/multnomah/wood-village/230.310.txt,80,230.310,10,10,,1,– Street frontage(4) 3 – 10 feet
or/clackamas/_unincorporated,min_lot_sqft,unheld,unread_section,or/clackamas/_unincorporated/zdo.1012.txt,210,1012.07,43560,43560,7000,1,"2 Divide GSA by the minimum lot area per dwelling unit of 43,560 square feet. The result is base density."
or/clackamas/gladstone,setback_front_ft,unheld,unread_section,or/clackamas/gladstone/17.10.r-7.2.txt,243,17.10.055,10,10,20,1,(i) Front setbacks: 10 feet;
or/clackamas/gladstone,setback_rear_ft,unheld,unread_section,or/clackamas/gladstone/17.10.r-7.2.txt,247,17.10.055,10,10,15,1,(iii) Rear setbacks: 10 feet.
or/clackamas/gladstone,max_height_ft,unheld,unread_section,or/clackamas/gladstone/17.10.r-7.2.txt,293,17.10.060,12,12,35,1,(j) Roof pitch of not less than three feet in height for each 12 feet in width; and
or/clackamas/gladstone,setback_garage_entrance_ft,unheld,unread_section,or/clackamas/gladstone/17.10.r-7.2.txt,381,17.10.065,20,20,,1,(d) Garage doors for attached and detached individual garages must not exceed 20 feet in width.
or/clackamas/gladstone,setback_front_ft,unheld,unread_section,or/clackamas/gladstone/17.12.r-5.txt,248,17.12.055,10,10,20,1,(i) Front setbacks: 10 feet;
or/clackamas/gladstone,setback_rear_ft,unheld,unread_section,or/clackamas/gladstone/17.12.r-5.txt,252,17.12.055,10,10,15,1,(iii) Rear setbacks: 10 feet.
or/clackamas/gladstone,max_height_ft,unheld,unread_section,or/clackamas/gladstone/17.12.r-5.txt,298,17.12.060,12,12,35,1,(j) Roof pitch of not less than three feet in height for each 12 feet in width; and
or/clackamas/gladstone,setback_garage_entrance_ft,unheld,unread_section,or/clackamas/gladstone/17.12.r-5.txt,388,17.12.065,20,20,,1,(d) Garage doors for attached and detached individual garages must not exceed 20 feet in width.
or/clackamas/happy-valley,max_height_ft,unheld,unread_section,or/clackamas/happy-valley/16.12.definitions.txt,123,16.12.030,30,30,"35,45,65",1,"Roofs of buildings, provided they are 30 feet or more in height above the street grade upon which such buildings front, church steeples, existing and replacement utility poles, flagpoles, street light"
or/clackamas/happy-valley,max_height_ft,unheld,unread_section,or/clackamas/happy-valley/16.12.definitions.txt,1571,16.12.030,50,50,"35,45,65",1,The facilities are mounted on structures 50 feet or less in height including their antennas (as defined in CFR 1.1320.d);
