layer,bucket,field,path,line,section,repeats,text
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1872,4.1252,1,"least 8.5 feet wide by 18 feet deep, or 8 feet wide by 24"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1908,4.1252,1,linking the site with the transit stop 200 square feet and shall contain improvements and
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1918,4.1252,1,pedestrians are typically b. Provide a building entrance located within 40 feet of the
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1922,4.1252,1,proximity to the space. d. Have dimensions of no less than 20 feet in any direction .
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2012,4.1252,1,encourage activity within the b. At least 30 percent of the area shall be hardscaped with
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2016,4.1252,1,"hardscaped and landscaped, d. Pedestrian scaled lighting ﬁxtures no taller than 18 feet."
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2059,4.1252,1,"provided in association with large o n site, or 1,000 square feet, whichever is less."
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2071,4.1252,1,of the street. a. Only areas within 10 feet of the front or side of a building
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2081,4.1252,1,contain transparent glazing for 50 percent of the area
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2091,4.1252,1,shall be spaced an average of no greater than 30 feet
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2123,4.1252,1,"developments which creates a i. For sites 20,000 square feet and greater in gross site"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2124,4.1252,1,"place for residents to gather for area, a minimum of 4 percent of the gross site area but"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2125,4.1252,1,"recreation, entertainment, or not less than 1,000 square feet shall be shared open"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2128,4.1252,1,shall be of suﬃcient size and minimum of 4 percent of the gross site area but not less
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2140,4.1252,1,20 feet in length and in width.
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2163,4.1252,1,"f. For sites 20,000 square feet and greater, a maximum of 20"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2175,4.1252,1,"square feet, with no dimension being less than 20 feet."
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2180,4.1252,1,building wall. A minimum of 25 percent of the exterior
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2197,4.1252,1,Developments shall include private space of no less than 64 square feet in area shall be
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2249,4.1252,1,"the development. a. For sites 20,000 square feet and greater in gross site area,"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2251,4.1252,1,proportional to the size of the 20 feet in length and width and be a minimum of 500 square
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2296,4.1252,1,added and incorporated into a and be 64 square feet or larger with minimum
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2299,4.1252,1,space of 100 square feet or larger with minimum
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2300,4.1252,1,dimensions of 8 feet in each direction .
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2303,4.1252,1,dimensions of 12 feet in length and width and meeting
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2449,4.1252,1,island eﬀect of the area. areas that are located within 10 feet of parking modules or
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2451,4.1252,1,the parking area may count b. A minimum of 70 percent of all parking landscaped areas
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2458,4.1252,1,appropriate for the space they overhang distances no less than 2 feet when abutting shrubs
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2459,4.1252,1,are planted. or 3 feet when abutting trees. Wheel stops may be used in
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2467,4.1252,1,support a healthy tree canopy spacing no greater than 30 feet. Amenity zone plantings on
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2498,4.1252,1,to allow for placement of trees less 1 foot.
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2500,4.1252,1,to reduce impacts from the modules shall have a width not less than 6 feet including
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2502,4.1252,1,at spacing no greater than 30 feet on center.
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2507,4.1252,1,"no less than 6 feet on each side, and may be ro tate d to"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2536,4.1252,1,layered to provide visual shall not exceed 3 feet in width except where pedestrian
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2570,4.1252,1,"development and use, and the a. Preserve a minimum of 50 percent of existing regulated"
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2581,4.1252,1,with 20 percent sustainably harvested materials (such as
or/multnomah/gresham,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2585,4.1252,1,d. Provide a minimum of 20 percent recycled content pavement
