layer,bucket,field,path,line,section,repeats,text
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1654,4.1252,1,"Neighborhood, with materials space shall be a minimum of 30 feet."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1655,4.1252,1,and details that reﬂect the ii. Landscaping in a planter area a minimum of 8 feet in
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1658,4.1252,1,b. Parking structures should of 25 feet on center; shrubs capable of reaching 5 feet
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1662,4.1252,1,the majority (a minimum of 51 percent) of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1669,4.1252,1,"doors, or display windows for 20 percent of the ground ﬂoor"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1696,4.1252,1,facing a street is encouraged. walls integrated into the building and no less than 14 feet
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1781,4.1252,1,at least 4 feet behind the street-facing wall closest to the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1808,4.1252,1,occupy no more than 18 feet or 34 percent of that
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1825,4.1252,1,not exceed 12 feet wide on any lot.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1826,4.1252,1,"v. The garage width does not exceed 12 feet, as"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1872,4.1252,1,"least 8.5 feet wide by 18 feet deep, or 8 feet wide by 24"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1908,4.1252,1,linking the site with the transit stop 200 square feet and shall contain improvements and
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1918,4.1252,1,pedestrians are typically b. Provide a building entrance located within 40 feet of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,1922,4.1252,1,proximity to the space. d. Have dimensions of no less than 20 feet in any direction .
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2012,4.1252,1,encourage activity within the b. At least 30 percent of the area shall be hardscaped with
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2016,4.1252,1,"hardscaped and landscaped, d. Pedestrian scaled lighting ﬁxtures no taller than 18 feet."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2059,4.1252,1,"provided in association with large o n site, or 1,000 square feet, whichever is less."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2071,4.1252,1,of the street. a. Only areas within 10 feet of the front or side of a building
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2081,4.1252,1,contain transparent glazing for 50 percent of the area
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2091,4.1252,1,shall be spaced an average of no greater than 30 feet
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2123,4.1252,1,"developments which creates a i. For sites 20,000 square feet and greater in gross site"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2124,4.1252,1,"place for residents to gather for area, a minimum of 4 percent of the gross site area but"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2125,4.1252,1,"recreation, entertainment, or not less than 1,000 square feet shall be shared open"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2128,4.1252,1,shall be of suﬃcient size and minimum of 4 percent of the gross site area but not less
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2140,4.1252,1,20 feet in length and in width.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2163,4.1252,1,"f. For sites 20,000 square feet and greater, a maximum of 20"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2175,4.1252,1,"square feet, with no dimension being less than 20 feet."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2180,4.1252,1,building wall. A minimum of 25 percent of the exterior
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2197,4.1252,1,Developments shall include private space of no less than 64 square feet in area shall be
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2249,4.1252,1,"the development. a. For sites 20,000 square feet and greater in gross site area,"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2251,4.1252,1,proportional to the size of the 20 feet in length and width and be a minimum of 500 square
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2296,4.1252,1,added and incorporated into a and be 64 square feet or larger with minimum
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2299,4.1252,1,space of 100 square feet or larger with minimum
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2300,4.1252,1,dimensions of 8 feet in each direction .
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2303,4.1252,1,dimensions of 12 feet in length and width and meeting
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2449,4.1252,1,island eﬀect of the area. areas that are located within 10 feet of parking modules or
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2451,4.1252,1,the parking area may count b. A minimum of 70 percent of all parking landscaped areas
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2458,4.1252,1,appropriate for the space they overhang distances no less than 2 feet when abutting shrubs
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2459,4.1252,1,are planted. or 3 feet when abutting trees. Wheel stops may be used in
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2467,4.1252,1,support a healthy tree canopy spacing no greater than 30 feet. Amenity zone plantings on
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2498,4.1252,1,to allow for placement of trees less 1 foot.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2500,4.1252,1,to reduce impacts from the modules shall have a width not less than 6 feet including
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2502,4.1252,1,at spacing no greater than 30 feet on center.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2507,4.1252,1,"no less than 6 feet on each side, and may be ro tate d to"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2536,4.1252,1,layered to provide visual shall not exceed 3 feet in width except where pedestrian
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2570,4.1252,1,"development and use, and the a. Preserve a minimum of 50 percent of existing regulated"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2581,4.1252,1,with 20 percent sustainably harvested materials (such as
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2585,4.1252,1,d. Provide a minimum of 20 percent recycled content pavement
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2590,4.1252,1,"e. At least 50 percent of all site hardscape, including parking"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2597,4.1252,1,"f. For developments exceeding 5,000 square feet in ﬂoor area,"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2625,4.1252,1,shall be shaded as a means of of 30 percent of on-site hardscape area shall be shaded.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2641,4.1252,1,e. Permeable pavement used for at least 40 percent of all site
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2670,4.1252,1,provided based on 110 percent of the estimated cost of
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2683,4.1252,1,"period, any plantings which are 20 percent dead or greater"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2751,4.1252,1,"Suﬃcient landscape shall be including townhouse style, a minimum of 20 percent of the net"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2757,4.1252,1,b. Up to 5 percent of the required landscape area may be
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2761,4.1252,1,facing front yard shall be minimum of 60 percent of the street-facing front yard shall be
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2797,4.1252,1,"e. Where a setback is less than 8 feet in width, columnar tree"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2829,4.1252,1,of 6 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2916,4.1252,1,residential use shall not exceed 0.5 foot-candles. Maximum
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,2918,4.1252,1,use shall not exceed 1.0 foot-candle.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3000,4.1252,1,"and establish a distinct base, i. Set back at least 50 percent of the top one or two ﬂoors"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3001,4.1252,1,"middle, and cap. for a minimum of 10 feet."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3004,4.1252,1,iii. Provide a minimum facade transparency of 50 percent or
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3009,4.1252,1,two ﬂoors across a minimum of 50 percent of the facade
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3013,4.1252,1,residential spaces shall have of 12 feet from the top of the ﬂoor to the lowest structural
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3047,4.1252,1,projections shall be at intervals not greater than 100 feet on
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3050,4.1252,1,intervals of not less than 25 feet and not more than 100 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3083,4.1252,1,b. Recessing the building a minimum of 2 feet over 6 feet in
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3085,4.1252,1,c. Extending an architectural bay a minimum of 2 feet from the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3151,4.1252,1,the surrounding area. a. Cornices shall have a maximum projection of 2 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3166,4.1252,1,interest along their length. c. Overhanging eaves extending at least 1 foot beyond the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3251,4.1252,1,unit primary entrances shall awnings to a minimum depth of 4 feet. Weather protections
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3252,4.1252,1,include protection from the shall not project more than 2 feet into a required minimum
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3261,4.1252,1,Ground ﬂoor facades within 10 feet from the center of an
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3285,4.1252,1,reasonable pedestrian access within 10 feet of the building corner.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3319,4.1252,1,"d. Glass windows ﬂanking the doorway, a minimum of 1 foot"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3324,4.1252,1,minimum of 6 square feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3329,4.1252,1,"j. For building masses 2 stories or less at the entry, a change in"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3336,4.1252,1,width is 10 feet. The courtyard shall provide year-round site
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3378,4.1252,1,front door. The walkway shall be a minimum of 5 feet wide.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3405,4.1252,1,and be less prominent than the i. An operable building entry located within 10 feet of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3414,4.1252,1,v. An entry courtyard a minimum of 40 square feet. The
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3450,4.1252,1,b. Landscape treatment 5 to 15 feet in depth between the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3451,4.1252,1,unit and the right-of-way for 60 percent of the setback
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3461,4.1252,1,or wall of 5 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3556,4.1252,1,not be located within 5 feet of primary entrances and shall
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3583,4.1252,1,composition elements. cover at least 50 percent of each trellis at the time of
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3585,4.1252,1,b. Decorative tile work that covers an area at least 40 percent
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3589,4.1252,1,an area at least 40 percent of the blank wall and located to
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3592,4.1252,1,that will be 25 feet or shorter at maturity) every 15 feet
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3594,4.1252,1,shrubs located every 3 feet on center and a minimum of 3
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3623,4.1252,1,"access to the site and adjacent balconies, and landings shall be a minimum of 50 percent"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3656,4.1252,1,carport(s) that covers 20 percent of the footprint for all new
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3673,4.1252,1,e. Include a minimum of 20 percent of building materials that
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3677,4.1252,1,f. Include a minimum of 5 percent of the building materials
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3680,4.1252,1,g. Include a minimum of 20 percent of wood based materials
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3688,4.1252,1,minimum of 10 percent.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3693,4.1252,1,l. Divert at least 75 percent of non- hazardous construction and
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3731,4.1252,1,and enhance the meeting of evergreen plant material at least 5 percent of the facade
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3759,4.1252,1,"greater depth in the facade, and regular spacing no greater than 30 feet."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3762,4.1252,1,those used to satisfy the other projection of 4 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3763,4.1252,1,"standards and guidelines. d. Planter boxes, a minimum of 6 square feet, and not located"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3768,4.1252,1,on a minimum of 5 percent of the ground level facade.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3770,4.1252,1,every 30 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3772,4.1252,1,greater than 30 feet apart.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3802,4.1252,1,easy access between public and elevation no more than 2 feet above or below the sidewalk
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3825,4.1252,1,detailing responding to individual a. A roof dormer a minimum of 4 feet in width.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3830,4.1252,1,"scaled articulation to the d. An oﬀset of the facade of a minimum of 2 feet in depth,"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3833,4.1252,1,e. An entryway that is recessed a minimum of 3 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3834,4.1252,1,f. A covered entryway with a minimum depth of 4 feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3880,4.1252,1,other items that reduce visibility by more than 50 percent
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3910,4.1252,1,primary internal drives shall a. A minimum of 50 percent of the ground ﬂoor facade of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3919,4.1252,1,minimum of 25 percent glazing in the total area as
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3922,4.1252,1,c. Secondary Street facades. A minimum of 25 percent of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3946,4.1252,1,"transparency than street-fac i ng percent of the ground ﬂoor façade between 0 and 12 feet,"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3953,4.1252,1,"shall be designed to conserve south, a minimum of 30 percent of the total facade wall area"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3987,4.1252,1,provide high levels of clear a. A minimum of 25 percent of the ground ﬂoor facade area
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3990,4.1252,1,"spaces, and visibility into the minimum of 25 percent clear, transparent glazing."
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,3994,4.1252,1,Ground- level common areas of minimum of 25 percent of the wall area attributable to
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4064,4.1252,1,opportunities from all facades. occupy a minimum of 17 percent of the total street facing
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4073,4.1252,1,street or be at an angle of no greater than 45 degrees
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4076,4.1252,1,minimum of 5 percent of each non-street facing facades.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4079,4.1252,1,facing side includes 5 percent transparency.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4121,4.1252,1,are an expression of the business wall sign shall be 8 percent of the wall area upon which
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4179,4.1252,1,"for a distance greater than 6 feet, or a distance equal to 2/3"
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4197,4.1252,1,on site. The size and location of the exceed 64 square feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4200,4.1252,1,where vehicles and pedestrians second monument sign shall not exceed 32 square feet.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4202,4.1252,1,personality that are an expression above ﬁnished grade. When located within 30 feet of an
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4209,4.1252,1,frontage if it is 300 feet or longer.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4214,4.1252,1,shall not be located closer than 200 feet to the ﬁrst
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4227,4.1252,1,a clearance of 8 feet from ﬁnished grade. No part of the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4247,4.1252,1,be limited to maximize visibility exceed 20 percent of the window.
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4352,4.1252,1,e. Higher bays: Within 20 feet of the building corner at the
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4356,4.1252,1,300 square feet including the following pedestrian amenities:
or,unfielded,,or/multnomah/gresham/4.1200.civic-neighborhood.txt,4426,4.1252,1,complimented with other c. Accent materials are permitted on no greater than 5 percent
or,unfielded,,or/multnomah/gresham/4.1300.gresham-butte.txt,69,4.1312,1,minimum of 10 feet to encourage side yard planting.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,219,4,1,sign limited to 32 square feet is permitted per unit.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,245,4.1414,1,"exceed 1,000 square feet."
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,247,4.1414,1,exceed 150 square feet per site.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,257,4.1415,1,"Single Detached 5,000 sq. ft. 3,000 sq. ft. None"
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,261,4.1415,1,"5,000 sq. ft. 3,000 sq. ft. None"
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,262,4.1415,1,"Townhouses 1,500 sq. ft. 1,500 sq. ft. 1,500 sq. ft."
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,264,4.1415,1,"All Other Uses 5,000 sq. ft. 5,000 sq. ft. None"
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,293,4.1415,1,35 ft. 35 ft. None
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,294,4.1415,1,Townhouse 18 ft. 18 ft. 18 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,295,4.1415,1,Live-Work N/A 18 ft. 18 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,296,4.1415,1,All Other Uses 35 ft. 18 ft. None
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,302,4.1415,1,40 ft. 40 ft. 20 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,303,4.1415,1,Townhouse 20 ft. 20 ft. 32 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,304,4.1415,1,Live-Work N/A 20 ft. 32 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,305,4.1415,1,All Other Uses 40 ft. None None
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,307,4.1415,1,All Uses 35 ft. 35 ft. 45 ft.5
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,331,4.1415,1,than 60 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,387,4,1,MDR-PV 10 ft. 8 ft. 20 ft. 5 ft. 0 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,390,4,1,6 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,392,4,1,10 ft. 6 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,393,4,1,HDR-PV 5 ft. 5 ft. 20 ft. 5 ft. 0 ft. N/A 5 ft. 5 ft. 5 ft. 15 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,395,4,1,LDR-PV 10 ft. 8 ft. 20 ft. 5 ft. 0 ft. N/A 8ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,396,4,1,MDR-PV 10 ft. 5 ft. 20 ft. 5 ft. 0 ft. N/A 5 ft. 5 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,397,4,1,HDR-PV 5 f t. 5 ft. 20 ft. 5 ft. 0 ft. N/A 5 ft. 5 ft. 20 ft. 10 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,399,4,1,LDR-PV 10 ft. 8 ft. 20 ft. 5 ft. N/A N/A 10 ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,400,4,1,MDR-PV 10 f t. 8 ft. 20 ft. 5 ft. N/A N/A 10 ft. 8 ft. 20 ft. 10 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,401,4,1,HDR-PV 5 f t. 5 ft. 20 ft. 5 ft. N/A N/A 5 ft. 5 ft. 20 ft. 10 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,404,4,1,MDR-PV 5 f t. 5 ft. 20 ft.1 5 ft. 0 ft. N/A 5 ft. 5 ft. 20 ft. 10 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,405,4,1,HDR-PV 5 f t. 5 ft. 20 ft.1 5 ft. 0 ft. N/A 5 ft. 5 ft. 5 ft. 15 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,407,4,1,LDR-PV 10 ft. 8 ft. 20 ft. 5 ft. 0 ft. N/A 10 ft. 8 ft. 20 ft. 15 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,408,4,1,MDR-PV 5 ft. 5 ft. 5 ft. 5 ft. 0 ft. N/A 5 ft. 5 ft. 5 ft. 15 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,409,4,1,HDR-PV 5 ft. 5 ft. 20 ft.1 5 ft. 0 ft. N/A 5 ft. 5 ft. 5 ft. 15 ft. 5 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,413,4,1,MDR-PV 20 ft. 20 ft. N/A N/A N/A N/A N/A 20 ft. 20 ft. N/A N/A
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,414,4,1,HDR-PV 20 ft. 20 ft. N/A N/A N/A N/A N/A 20 ft. 20 ft. N/A N/A
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,600,4,1,"fascia, awning, or painted wall sign limited to 32 square feet is permitted per each unit."
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,638,4.1424,1,(Section 4.1425) 0 ft. 0 ft. 0 ft.
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,640,4.1424,1,(Section 4.1425) 5 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,645,4.1424,1,10 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,648,4.1424,1,20 ft. front and street
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,655,4.1424,1,"45 ft.2,3"
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,733,4.142,1,"1. A minimum of 15 percent of the net acreage site area: NC-PV, ME-PV."
or,unfielded,,or/multnomah/gresham/4.1400.pleasant-valley.txt,949,4.14,1,of 45 feet can be exceeded up to 110 feet with a Special Use Review.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,221,4,1,permitted only for buildings fronting on a collector within 300 feet of a VC -SW zone.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,245,4.1508,1,"Townhouse None None 1,800 sq. ft."
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,246,4.1508,1,"All Other Uses 10,000 sq. ft. 5,000 sq. ft. None"
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,259,4.1508,1,Townhouse 16 ft. 16 ft. 20 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,260,4.1508,1,All Other Uses 75 ft. 45 ft. 20 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,262,4.1508,1,Townhouse 20 ft. 20 ft. 25 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,263,4.1508,1,All Other Uses 100 ft. 45 ft. 25 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,265,4.1508,1,All Uses 100 ft. 80 ft. 65 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,268,4.1508,2,Townhouse None None 20 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,269,4.1508,1,All Other Uses 50 ft. 35 ft. 20 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,272,4.1508,1,All Other Uses 75 ft. 40 ft. 20 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,278,4.1508,1,All Uses 40 ft. 35 ft. 45 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,340,4,1,VLDR-SW 20 ft. 8 ft. 25 ft. 5 ft. 0 ft. N/A 8 ft. 8 ft. 20 ft. 20 ft. 8 ft.
or,unfielded,,or/multnomah/gresham/4.1500.springwater.txt,341,4,1,LDR-SW 10 ft. 8 ft. 20 ft. 5 ft. 0 ft. N/A 8 ft. 8 ft. 20 ft. 15 ft. 8 ft.
